target_model,proxy_model,dataset,z_mode,Label,rho_T,rho_P,Scale,Shape_I,Shape_W,Omega_I,Omega_W,delta_I,delta_W,gamma_I,gamma_W,Bound_I,Bound_W,Bound,EBound_I,EBound_W,EBound,|MdR|,MLoss_T,MLoss_P,MPPL_T,MPPL_P,K_f,K_f_grad_p95,K_f_grad_max,K_f_grad_mean,K_f(pw),K_p,K_p(emp)
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q4_K_M.gguf,fineweb_edu,concat,BF16 vs Q4_K_M,109.79620174414156,109.74112698515874,0.0030332290770163,0.0,0.0,1.0,1.0,0.0550747589828262,0.0550747589828262,12.30846881866455,51.09415054321289,17.550754747712514,72.40199186845507,17.550754747712514,14.069575561606737,58.23056407153356,14.069575561606737,0.025884,2.206418514251709,2.232302665710449,9.08312697878998,9.321305236349255,2.613742029368554,1.003659725189209,1.7146676778793335,0.5091297030448914,0.0368625074625015,1.4142135623730951,1.1385899782180786
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q3_K_M.gguf,fineweb_edu,concat,BF16 vs Q3_K_M,109.79620174414156,109.75322520886913,0.0018469825840236,0.0,0.0,1.0,1.0,0.0429765352724444,0.0429765352724444,12.31482982635498,108.0357437133789,17.52812893526615,152.8979435570425,17.52812893526615,14.064675641329988,123.05154889897112,14.064675641329988,0.086046,2.206418514251709,2.2924649715423584,9.08312697878998,9.899309146684049,2.613742029368554,1.003659725189209,1.7146676778793335,0.5091297030448914,0.0368625074625015,1.4142135623730951,1.1385899782180786
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q2_K.gguf,fineweb_edu,concat,BF16 vs Q2_K,109.79620174414156,109.5482767433988,0.0614668059933085,0.0,0.0,1.0,1.0,0.2479250007427822,0.2479250007427822,12.26452350616455,237.0366973876953,17.992667473034174,335.86852422037856,17.992667473034174,14.213095889852044,270.1364404536544,14.213095889852044,0.363272,2.206418514251709,2.569690227508545,9.08312697878998,13.06177763477155,2.613742029368554,1.003659725189209,1.7146676778793335,0.5091297030448914,0.0368625074625015,1.4142135623730951,1.1385899782180786
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:int8],fineweb_edu,concat,BF16 vs INT8,109.79620174414156,109.76391872250434,0.0010421934860296,0.0,0.0,1.0,1.0,0.0322830216372267,0.0322830216372267,0.0,35.08153533935547,0.0843794904882339,49.69716255627576,0.0843794904882339,0.0324011686246962,39.97588572651819,0.0324011686246962,0.011151,2.206418514251709,2.2175698280334477,9.08312697878998,9.184982634546415,2.613742029368554,1.003659725189209,1.7146676778793335,0.5091297030448914,0.0368625074625015,1.4142135623730951,1.1385899782180786
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:nf4],fineweb_edu,concat,BF16 vs NF4,109.79620174414156,109.71572830839438,0.0064759738609578,0.0,0.0,1.0,1.0,0.0804734357471943,0.0804734357471943,0.0,102.78843688964844,0.2103368012601316,145.5751383057319,0.2103368012601316,0.0807679464070605,117.11465206566224,0.0807679464070605,0.055071,2.206418514251709,2.2614898681640625,9.08312697878998,9.597377347337028,2.613742029368554,1.003659725189209,1.7146676778793335,0.5091297030448914,0.0368625074625015,1.4142135623730951,1.1385899782180786
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:fp4],fineweb_edu,concat,BF16 vs FP4,109.79620174414156,109.75413637216111,0.0017694955198541,0.0,0.0,1.0,1.0,0.0420653719804562,0.0420653719804562,0.0,144.71560668945312,0.1099480307263408,204.7687216980016,0.1099480307263408,0.0422193196818865,164.81395878804236,0.0422193196818865,0.103366,2.206418514251709,2.309784173965454,9.08312697878998,10.072250566510853,2.613742029368554,1.003659725189209,1.7146676778793335,0.5091297030448914,0.0368625074625015,1.4142135623730951,1.1385899782180786
meta-llama/Meta-Llama-3.1-8B,ModelCloud/Meta-Llama-3.1-8B-gptq-4bit [GPTQ],fineweb_edu,concat,BF16 vs GPTQ(Meta-Llama-3.1-8B-gptq-4bit),109.79620174414156,109.73460963661184,0.0037935877099542,0.0,0.0,1.0,1.0,0.0615921075297336,0.0615921075297336,0.0,72.17076110839844,0.1609858801278522,102.22585504641364,0.1609858801278522,0.0618175177171166,82.23472283611065,0.0618175177171166,0.059986,2.206418514251709,2.266404390335083,9.08312697878998,9.644659961656169,2.613742029368554,1.003659725189209,1.7146676778793335,0.5091297030448914,0.0368625074625015,1.4142135623730951,1.1385899782180786
meta-llama/Meta-Llama-3.1-8B,shuyuej/Meta-Llama-3.1-8B-GPTQ [GPTQ],fineweb_edu,concat,BF16 vs GPTQ(Meta-Llama-3.1-8B-GPTQ),109.79620174414156,109.86843674512365,0.0052178953668804,0.0,0.0,1.0,1.0,0.0722350009820758,0.0722350009820758,1.935663931362797e-05,198.21023559570312,0.1888310324801696,280.5004070386681,0.1888310324801696,0.0725214005102469,225.75268719074657,0.0725214005102469,0.106843,2.206418514251709,2.3132619857788086,9.08312697878998,10.107340942010676,2.613742029368554,1.003659725189209,1.7146676778793335,0.5091297030448914,0.0368625074625015,1.4142135623730951,1.1385899782180786
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [FP16],gsm8k,concat,BF16 vs FP16,134.24153193944375,134.27810843868158,0.0013378402964935,0.0,0.0,1.0,1.0,0.0365764992378103,0.0365764992378103,1.8383867427473888e-05,5.635588645935059,0.0956275320596766,8.065527428382218,0.0956275320596766,0.0383672654236116,6.753414308323495,0.0383672654236116,9.3e-05,1.2878241539001465,1.287917137145996,3.624890764422351,3.625227834202155,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q8_0.gguf,gsm8k,concat,BF16 vs Q8_0,134.24153193944375,134.2368893403119,2.1553726699239418e-05,0.0,0.0,1.0,1.0,0.0046425991318699,0.0046425991318699,3.80923843383789,11.661697387695312,5.399211211922872,16.504265162446085,5.399211211922872,4.543753883855269,13.900328076978193,4.543753883855269,0.000474,1.2878241539001465,1.2873504161834717,3.624890764422351,3.623173923646641,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q6_K.gguf,gsm8k,concat,BF16 vs Q6_K,134.24153193944375,134.23038286160224,0.0001243019367166,0.0,0.0,1.0,1.0,0.0111490778415372,0.0111490778415372,11.975590705871582,28.690113067626957,16.965183607015906,40.60308781959873,16.965183607015906,14.28116786575894,34.197307446921776,14.28116786575894,0.003639,1.2878241539001465,1.2914631366729736,3.624890764422351,3.638105709363052,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q5_K_M.gguf,gsm8k,concat,BF16 vs Q5_K_M,134.24153193944375,134.25753736407518,0.0002561736176314,0.0,0.0,1.0,1.0,0.0160054246314018,0.0160054246314018,11.976862907409668,37.216426849365234,16.979676009398997,52.6738096444955,16.979676009398997,14.287774956298309,44.36190256558288,14.287774956298309,0.004996,1.2878241539001465,1.2928204536437988,3.624890764422351,3.64304712475888,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q4_K_M.gguf,gsm8k,concat,BF16 vs Q4_K_M,134.24153193944375,134.2353247074553,3.852972895867499e-05,0.0,0.0,1.0,1.0,0.0062072319884691,0.0062072319884691,11.97316074371338,63.11700439453125,16.9488304113669,89.27714773424265,16.9488304113669,14.27309161513606,75.21338693565903,14.27309161513606,0.021133,1.2878241539001465,1.3089570999145508,3.624890764422351,3.7023105581210536,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q3_K_M.gguf,gsm8k,concat,BF16 vs Q3_K_M,134.24153193944375,134.6517906443122,0.1683122049203179,0.0,0.0,1.0,1.0,0.4102587048684256,0.4102587048684256,12.018457412719728,116.47169494628906,18.06897589170061,165.7881610454528,18.06897589170061,14.750656365788812,139.21160196737458,14.750656365788812,0.050198,1.2878241539001465,1.338021755218506,3.624890764422351,3.8114959703788074,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q2_K.gguf,gsm8k,concat,BF16 vs Q2_K,134.24153193944375,134.50760502412837,0.0707948863935741,2534.618694964492,513.6737309908677,0.9298142575098104,0.9857759384956304,50.34569981488876,22.665933156992708,11.986629486083984,227.91770935058597,148.5423255905086,381.56721779589793,148.5423255905086,67.06308020671628,295.33674203803776,67.06308020671628,0.163028,1.2878241539001465,1.4508516788482666,3.624890764422351,4.266746866207837,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:int8],gsm8k,concat,BF16 vs INT8,134.24153193944375,134.22464587446137,0.0002851391905898,0.0,0.0,1.0,1.0,0.0168860649824011,0.0168860649824011,0.0,28.32444953918457,0.0441358177551505,40.100956502822335,0.0441358177551505,0.0177026849829937,33.767616584572266,0.0177026849829937,0.000644,1.2878241539001465,1.2884680032730105,3.624890764422351,3.627225399563759,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:nf4],gsm8k,concat,BF16 vs NF4,134.24153193944375,134.32096911906473,0.0063102655061315,0.0,0.0,1.0,1.0,0.0794371796209532,0.0794371796209532,0.0,102.89778900146484,0.2076282950697845,145.72707703914648,0.2076282950697845,0.0832788081908266,122.690834321431,0.0832788081908266,0.035606,1.2878241539001465,1.3234301805496216,3.624890764422351,3.7562840364679113,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:fp4],gsm8k,concat,BF16 vs FP4,134.24153193944375,134.86010056189755,0.3826271406843657,0.0,0.0,1.0,1.0,0.618568622453779,0.618568622453779,0.0,139.5460968017578,1.616778806556051,198.96476147983077,1.616778806556051,0.6484829636197751,166.9242210169801,0.6484829636197751,0.036724,1.2878241539001465,1.3245482444763184,3.624890764422351,3.760486150826009,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,ModelCloud/Meta-Llama-3.1-8B-gptq-4bit [GPTQ],gsm8k,concat,BF16 vs GPTQ(Meta-Llama-3.1-8B-gptq-4bit),134.24153193944375,134.1766979998177,0.0042034397274386,0.0,0.0,1.0,1.0,0.0648339396260837,0.0648339396260837,0.0,91.55091857910156,0.1694591929302384,129.64200989521066,0.1694591929302384,0.0679693469498769,109.15519503860718,0.0679693469498769,0.013219,1.2878241539001465,1.3010427951812744,3.624890764422351,3.6731249882331314,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,shuyuej/Meta-Llama-3.1-8B-GPTQ [GPTQ],gsm8k,concat,BF16 vs GPTQ(Meta-Llama-3.1-8B-GPTQ),134.24153193944375,134.54388227664498,0.091415726405682,0.0,0.0,1.0,1.0,0.3023503372012044,0.3023503372012044,1.8431008356856186e-05,134.04449462890625,0.7902918493185291,190.35780804958327,0.7902918493185291,0.3169941381492391,160.03729246684318,0.3169941381492391,0.037735,1.2878241539001465,1.3255594968795776,3.624890764422351,3.764290874927415,2.613742029368554,1.0483605861663818,1.6524813175201416,0.397434651851654,0.0423478186130523,1.4142135623730951,1.1915470361709597
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [FP16],mmlu,concat,BF16 vs FP16,138.95713183166353,138.96242952193396,2.8065522201350226e-05,6.098308705257841,3.6608087052603353,0.9998420930774202,0.9999052086300088,2.4694810731771244,1.913331328019937,1.834959402913228e-05,7.487692356109619,6.454612421937951,15.59015058904084,6.454612421937951,2.4429438699865726,10.478929634001378,2.4429438699865726,0.001727,0.8707174062728882,0.8724440336227417,2.388623852728138,2.3927516785837755,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q8_0.gguf,mmlu,concat,BF16 vs Q8_0,138.95713183166353,139.17808112159787,0.0488185887224885,45.97237048367964,23.67158923368163,0.9988114561302218,0.99938800801491,6.783891882422813,4.870360132721617,3.894204616546631,22.159114837646484,23.238580319156828,44.06758571063804,23.238580319156828,11.176438430038065,30.227952546557823,11.176438430038065,0.000219,0.8707174062728882,0.8704987168312073,2.388623852728138,2.388101543025289,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q6_K.gguf,mmlu,concat,BF16 vs Q6_K,138.95713183166353,139.82738805191138,0.75734588888008,213.6584029132513,62.69355916324816,0.9945018460573026,0.9983866825044316,14.642941944914329,7.96560763860035,12.234776496887209,54.229591369628906,55.57545964952777,97.51226707134909,55.57545964952777,28.51514440269336,70.06529257077176,28.51514440269336,0.004862,0.8707174062728882,0.8755796551704407,2.388623852728138,2.400266217523558,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q5_K_M.gguf,mmlu,concat,BF16 vs Q5_K_M,138.95713183166353,139.94118589158995,0.9683623928576732,343.7258519839972,103.16335198400158,0.9911619631064916,0.9973474165366676,18.565942323966613,10.204494812427264,12.245452880859377,82.0244369506836,65.84426930849604,142.6719881613881,65.84426930849604,32.40819720416084,104.15259402963169,32.40819720416084,0.004537,0.8707174062728882,0.8752548694610596,2.388623852728138,2.399486771940641,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q4_K_M.gguf,mmlu,concat,BF16 vs Q4_K_M,138.95713183166353,140.3572002373268,1.960191540536469,919.2757663028335,268.6898288028344,0.9764332183583954,0.9931118008797476,30.351869099667816,16.451444323929937,12.316847801208496,117.55479431152344,96.75060914184876,209.24741591060845,96.75060914184876,44.14924014830392,151.0752039784444,44.14924014830392,0.035644,0.8707174062728882,0.9063615202903748,2.388623852728138,2.475299800723765,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q3_K_M.gguf,mmlu,concat,BF16 vs Q3_K_M,138.95713183166353,140.3303233606188,1.885654975194485,2287.384423902954,614.3336426529552,0.9413488142842472,0.9842477739245976,47.84631729692634,24.82376477547573,12.259795188903809,252.1344757080078,142.3958990975442,421.4549124089139,142.3958990975442,61.390120286356215,313.6806974198462,61.390120286356215,0.08083,0.8707174062728882,0.9515478610992432,2.388623852728138,2.5897150778274822,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q2_K.gguf,mmlu,concat,BF16 vs Q2_K,138.95713183166353,143.86455172577206,24.08277001709216,8994.89377262257,2087.9640851225727,0.7750264792435294,0.9477774120164922,94.96829230137637,45.95701094653203,12.631839752197266,530.9147338867188,266.08673614074644,870.9465881814018,266.08673614074644,108.43194340969612,654.2654222333159,108.43194340969612,0.365752,0.8707174062728882,1.2364697456359863,2.388623852728138,3.4434357780613944,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:int8],mmlu,concat,BF16 vs INT8,138.95713183166353,139.09454809089803,0.0188832283020029,465.4135997651556,236.43703726516716,0.9879602318257272,0.9938836185321596,21.573884281544245,15.377123284069256,0.0,74.38629913330078,56.38856808340581,145.3899465074096,56.38856808340581,21.34186610351712,100.51090105110752,21.34186610351712,0.026452,0.8707174062728882,0.8971692323684692,2.388623852728138,2.4526503916928992,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:nf4],mmlu,concat,BF16 vs NF4,138.95713183166353,144.15903209349244,27.05976633401569,3510.1403171808965,651.4567234308864,0.9123863481104856,0.98373953818644,59.47436492737781,26.04834907945044,0.0,276.0822448730469,155.45064728069045,458.5229198144961,155.45064728069045,58.83474279861839,342.35314207454013,58.83474279861839,0.074971,0.8707174062728882,0.9456884860992432,2.388623852728138,2.5745853347490293,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:fp4],mmlu,concat,BF16 vs FP4,138.95713183166353,138.10438712120975,0.7271735412068961,3084.366555466084,765.8626492160856,0.9196385668348346,0.9800458800885374,55.543620056738206,27.687358537016355,0.0,235.6840057373047,145.17669420557485,405.6751300385105,145.17669420557485,54.94627145884942,297.649655772845,54.94627145884942,0.130586,0.8707174062728882,1.00130295753479,2.388623852728138,2.7218259426628686,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,ModelCloud/Meta-Llama-3.1-8B-gptq-4bit [GPTQ],mmlu,concat,BF16 vs GPTQ(Meta-Llama-3.1-8B-gptq-4bit),138.95713183166353,140.36804377851166,1.9906725217587835,2736.8205910667343,705.1643410667315,0.92984360830458,0.9819236285041842,52.333653260483246,26.592386383859765,0.0,254.3382873535156,136.7866690773257,429.1942933587896,136.7866690773257,51.77082652420617,317.9574204012048,51.77082652420617,0.142151,0.8707174062728882,1.012868881225586,2.388623852728138,2.753489127840996,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,shuyuej/Meta-Llama-3.1-8B-GPTQ [GPTQ],mmlu,concat,BF16 vs GPTQ(Meta-Llama-3.1-8B-GPTQ),138.95713183166353,142.50106004112047,12.559427153784648,4864.772485071559,1147.0771725715663,0.8771617552880254,0.9710356554473496,69.83789739264309,34.05343741423685,1.919272108352743e-05,341.6220397949219,182.53827480048625,572.1334224976022,182.53827480048625,69.08684177871996,425.4269594107275,69.08684177871996,0.193331,0.8707174062728882,1.0640487670898438,2.388623852728138,2.898080922538344,2.613742029368554,0.9892454147338868,1.518446922302246,0.4332834184169769,0.0398190356791019,1.4142135623730951,1.146705150604248
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [FP16],squad,concat,BF16 vs FP16,138.2418210929331,138.2237141506121,0.0003278613602149,0.0,0.0,1.0,1.0,0.0181069423209692,0.0181069423209692,1.822753984015435e-05,6.955923557281494,0.04735265380172,9.884488309705665,0.04735265380172,0.018090278624059,7.881360361932828,0.018090278624059,0.002005,1.4451179504394531,1.4471230506896973,4.242352500652909,4.250867376450602,2.613742029368554,0.9979417324066162,1.5968252420425415,0.4788691699504852,0.0502796024084091,1.4142135623730951,1.1304452419281006
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q8_0.gguf,squad,concat,BF16 vs Q8_0,138.2418210929331,138.17437020388496,0.0045496224333795,35.02180023622984,9.737680064559175,0.9990832698164352,0.9997451066143698,5.918306333628162,3.121254505321948,3.7828874588012695,23.78752899169922,20.818736756049887,41.79880020032016,20.818736756049887,10.182472004045316,30.00532909421607,10.182472004045316,0.002973,1.4451179504394531,1.4480907917022705,4.242352500652909,4.254983106308887,2.613742029368554,0.9979417324066162,1.5968252420425415,0.4788691699504852,0.0502796024084091,1.4142135623730951,1.1304452419281006
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q6_K.gguf,squad,concat,BF16 vs Q6_K,138.2418210929331,138.21434709553435,0.0007548205330646,106.46960662813542,39.37261091997518,0.9972138590655776,0.9989696811470116,10.318447627849077,6.274819976741025,11.90965747833252,39.97169494628906,43.8125593718234,72.92927380401153,43.8125593718234,23.760425130857065,51.44771708196256,23.760425130857065,0.027353,1.4451179504394531,1.47247052192688,4.242352500652909,4.359993305512624,2.613742029368554,0.9979417324066162,1.5968252420425415,0.4788691699504852,0.0502796024084091,1.4142135623730951,1.1304452419281006
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q5_K_M.gguf,squad,concat,BF16 vs Q5_K_M,138.2418210929331,138.16935286120832,0.0052516446093108,223.83544542799734,93.80626087863648,0.9941406735548168,0.9975444393802824,14.96130666327666,9.685634337680211,11.904176712036133,55.39700698852539,55.940044195125466,103.65894814753976,55.940044195125466,28.387532213809507,72.28898167763786,28.387532213809507,0.030953,1.4451179504394531,1.4760706424713137,4.242352500652909,4.375718095571361,2.613742029368554,0.9979417324066162,1.5968252420425415,0.4788691699504852,0.0502796024084091,1.4142135623730951,1.1304452419281006
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q4_K_M.gguf,squad,concat,BF16 vs Q4_K_M,138.2418210929331,138.1688571963068,0.00532373021089,516.9069858817057,224.29582708342394,0.9864689096425516,0.9941286011101444,22.73570561060106,14.97668691044968,11.90625,80.52207946777344,76.2632495487831,153.02061289234555,76.2632495487831,36.14827310623649,105.97166248562652,36.14827310623649,0.048758,1.4451179504394531,1.39635968208313,4.242352500652909,4.040464586755617,2.613742029368554,0.9979417324066162,1.5968252420425415,0.4788691699504852,0.0502796024084091,1.4142135623730951,1.1304452419281006
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q3_K_M.gguf,squad,concat,BF16 vs Q3_K_M,138.2418210929331,138.23917080305145,7.024036456589544e-06,1569.4016252229194,658.3286638495271,0.958938620487554,0.9827756753428828,39.61567407285848,25.65791633928132,11.912223815917969,143.3389129638672,120.3915808244913,269.7750090513194,120.3915808244913,53.000251148211326,187.64189762471625,53.000251148211326,0.087045,1.4451179504394531,1.3580732345581057,4.242352500652909,3.8886934787065592,2.613742029368554,0.9979417324066162,1.5968252420425415,0.4788691699504852,0.0502796024084091,1.4142135623730951,1.1304452419281006
meta-llama/Meta-Llama-3.1-8B,QuantFactory/Meta-Llama-3.1-8B-GGUF/Meta-Llama-3.1-8B.Q2_K.gguf,squad,concat,BF16 vs Q2_K,138.2418210929331,138.5280827469781,0.0819457345765991,5152.910236300112,2014.194356471788,0.8654618933237049,0.9474110972691102,71.78434496486464,44.88068963603795,11.929967880249023,279.7769470214844,204.49728186028125,512.9708977258801,204.49728186028125,85.12276900049376,361.06083172859866,85.12276900049376,0.408974,1.4451179504394531,1.8540916442871092,4.242352500652909,6.385894951129028,2.613742029368554,0.9979417324066162,1.5968252420425415,0.4788691699504852,0.0502796024084091,1.4142135623730951,1.1304452419281006
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:int8],squad,concat,BF16 vs INT8,138.2418210929331,138.13634562501096,0.0111250743333869,291.4614158761399,131.98673776454748,0.9923686096984908,0.9965441658633394,17.072566911582715,11.489032284700084,0.0,59.55042266845703,44.62328568601063,114.24638194207498,44.62328568601063,17.037427000372727,78.7838767422337,17.037427000372727,0.000237,1.4451179504394531,1.4448806047439575,4.242352500652909,4.241345716030828,2.613742029368554,0.9979417324066162,1.5968252420425415,0.4788691699504852,0.0502796024084091,1.4142135623730951,1.1304452419281006
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:nf4],squad,concat,BF16 vs NF4,138.2418210929331,138.32598297008963,0.0070832215665207,1027.010636304481,396.81664488817114,0.9731464482984996,0.9896243174969794,32.04711717964727,19.92043493776523,0.0,120.7720718383789,83.76289709254311,222.86437998987196,83.76289709254311,31.981155636895032,156.4056473195809,31.981155636895032,0.000946,1.4451179504394531,1.446063756942749,4.242352500652909,4.246366843333754,2.613742029368554,0.9979417324066162,1.5968252420425415,0.4788691699504852,0.0502796024084091,1.4142135623730951,1.1304452419281006
meta-llama/Meta-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B [bnb:fp4],squad,concat,BF16 vs FP4,138.2418210929331,139.18926937877944,0.8976582543532386,2056.641129575367,789.8943484594877,0.9465579240779162,0.9794744969680186,45.36010127666956,28.12102428280024,0.0,175.0403289794922,118.55960316324544,321.04551028189485,118.55960316324544,45.26673805017919,225.93665073022257,45.26673805017919,0.250772,1.4451179504394531,1.6958894729614258,4.242352500652909,5.451492764758336,2.613742029368554,0.9979417324066162,1.5968252420425415,0.4788691699504852,0.0502796024084091,1.4142135623730951,1.1304452419281006
meta-llama/Meta-Llama-3.1-8B,ModelCloud/Meta-Llama-3.1-8B-gptq-4bit [GPTQ],squad,concat,BF16 vs GPTQ(Meta-Llama-3.1-8B-gptq-4bit),138.2418210929331,138.3316881742623,0.0080760923066346,1289.5974739936228,581.5597057532854,0.9662819030650884,0.9847944130416892,35.91107837542523,24.115716490405003,0.0,137.7373809814453,93.86229486979713,257.82233398901786,93.86229486979713,35.83716376656162,179.77064685877448,35.83716376656162,0.238211,1.4451179504394531,1.6833291053771973,4.242352500652909,5.383448238453871,2.613742029368554,0.9979417324066162,1.5968252420425415,0.4788691699504852,0.0502796024084091,1.4142135623730951,1.1304452419281006
