model,trained_task,step,eval_task,omega,rho_T,rho_P,scale,shape,delta,gamma,bound_total,loss_T,loss_P,delta_risk,loss_T_full,loss_P_full,delta_risk_full,bound_holds,train_loss,eval_loss
Llama-3.1-8B,triviaqa,150,arc,0.8081184504673072,137.55155496585508,140.75053798647255,10.23349236619891,7429.828349160966,86.25579308966537,0.0,86.25579308966537,0.4886452555656433,0.5578468441963196,0.06920158863067627,1.7515153884887695,1.7290987968444824,0.02241659164428711,True,0.8451897621154785,0.9742849469184875
Llama-3.1-8B,triviaqa,150,mmlu,0.8436135842909016,138.90859524172365,140.56512360937685,2.744086232839805,6107.109681899874,78.1655535906496,0.0,78.1655535906496,0.8992571234703064,1.10792875289917,0.20867162942886353,1.8720897436141968,1.833249568939209,0.03884017467498779,True,0.8451897621154785,0.9742849469184875
Llama-3.1-8B,triviaqa,150,squad,0.9505814066939196,138.1987533835427,138.2103285752301,0.00013398506260002988,1887.83919994995,43.449273111699036,0.0,43.449273111699036,1.5736377239227295,1.437079668045044,0.13655805587768555,2.036574125289917,2.027987480163574,0.008586645126342773,True,0.8451897621154785,0.9742849469184875
Llama-3.1-8B,triviaqa,150,triviaqa,0.9086033283941984,140.93099064229665,141.89450618824756,0.9283622072890844,3655.379413575887,60.467410857280605,0.0,60.467410857280605,1.5481045246124268,1.0313329696655273,0.5167715549468994,2.92179274559021,2.4074909687042236,0.5143017768859863,True,0.8451897621154785,0.9742849469184875
Llama-3.1-8B,triviaqa,150,gsm8k,1.0,137.14575070762805,137.04464013102194,0.010223348701621612,0.0,0.10111057660611777,0.0,0.10111057660611777,1.2760233879089355,1.3600398302078247,0.08401644229888916,1.6383130550384521,1.6415131092071533,0.003200054168701172,True,0.8451897621154785,0.9742849469184875
Llama-3.1-8B,triviaqa,200,arc,0.7780485181130463,137.55155496585508,140.66778508348935,9.71089014605092,8589.11066091472,92.7298309664197,0.0,92.7298309664197,0.4886452555656433,0.6575989127159119,0.16895365715026855,1.7515153884887695,1.7406336069107056,0.010881781578063965,True,0.8424749374389648,0.9551244974136353
Llama-3.1-8B,triviaqa,200,mmlu,0.8187941481313475,138.90859524172365,140.23403197735195,1.7567825401530073,7059.675754505978,84.03233030831723,0.0,84.03233030831723,0.8992571234703064,1.1951580047607422,0.2959008812904358,1.8720897436141968,1.8347043991088867,0.03738534450531006,True,0.8424749374389648,0.9551244974136353
Llama-3.1-8B,triviaqa,200,squad,0.9387082352754498,138.1987533835427,138.12941900710496,0.00480725575601185,2340.035425107324,48.37396233887689,0.0,48.37396233887689,1.5736377239227295,1.4339412450790405,0.13969647884368896,2.036574125289917,2.0231618881225586,0.013412237167358398,True,0.8424749374389648,0.9551244974136353
Llama-3.1-8B,triviaqa,200,triviaqa,0.8980453049559936,140.93099064229665,141.83493693421238,0.8171188986681984,4075.932190716265,63.849426854239915,0.0,63.849426854239915,1.5481045246124268,1.0205159187316895,0.5275886058807373,2.92179274559021,2.3741188049316406,0.5476739406585693,True,0.8424749374389648,0.9551244974136353
Llama-3.1-8B,triviaqa,200,gsm8k,0.9991633991675728,137.14575070762805,136.92280682019592,0.04970397694335357,31.420018570574378,5.6097881018375135,0.0,5.6097881018375135,1.2760233879089355,1.3896325826644897,0.1136091947555542,1.6383130550384521,1.6541531085968018,0.01584005355834961,True,0.8424749374389648,0.9551244974136353
Llama-3.1-8B,triviaqa,250,arc,0.7743431237261884,137.55155496585508,140.92944807018657,11.410161824290238,8748.746303305319,93.59570751444538,0.0,93.59570751444538,0.4886452555656433,0.6360679864883423,0.14742273092269897,1.7515153884887695,1.7595312595367432,0.008015871047973633,True,0.8724444389343262,0.9443676471710205
Llama-3.1-8B,triviaqa,250,mmlu,0.8149319433431841,138.90859524172365,140.60363579173145,2.873162466170757,7229.1482438872845,85.04129236055537,0.0,85.04129236055537,0.8992571234703064,1.161160945892334,0.2619038224220276,1.8720897436141968,1.8441133499145508,0.027976393699645996,True,0.8724444389343262,0.9443676471710205
Llama-3.1-8B,triviaqa,250,squad,0.9359308611869329,138.1987533835427,138.22571350844387,0.0007268483346864563,2447.776990554716,49.47502114605966,0.0,49.47502114605966,1.5736377239227295,1.5172486305236816,0.05638909339904785,2.036574125289917,2.022108793258667,0.01446533203125,True,0.8724444389343262,0.9443676471710205
Llama-3.1-8B,triviaqa,250,triviaqa,0.8947542926065691,140.93099064229665,142.19148887784635,1.5888558018239178,4218.07690457556,64.9589544279877,0.0,64.9589544279877,1.5481045246124268,0.9783918261528015,0.5697126984596252,2.92179274559021,2.25555682182312,0.6662359237670898,True,0.8724444389343262,0.9443676471710205
Llama-3.1-8B,triviaqa,250,gsm8k,0.997717157016733,137.14575070762805,137.03305128488154,0.012701159887397956,85.80522236339256,9.263796388267608,0.0,9.263796388267608,1.2760233879089355,1.3909564018249512,0.11493301391601562,1.6383130550384521,1.6618136167526245,0.023500561714172363,True,0.8724444389343262,0.9443676471710205
Llama-3.1-8B,triviaqa,300,arc,0.7568680331328568,137.55155496585508,141.44579233408905,15.165084680149864,9460.794216100287,97.34453914206198,0.0,97.34453914206198,0.4886452555656433,0.6912552714347839,0.20261001586914062,1.7515153884887695,1.7425845861434937,0.008930802345275879,True,0.824793529510498,0.937381386756897
Llama-3.1-8B,triviaqa,300,mmlu,0.7984498047166267,138.90859524172365,141.02788134479104,4.4913735866545865,7896.730559356542,88.88881781722151,0.0,88.88881781722151,0.8992571234703064,1.2245361804962158,0.3252790570259094,1.8720897436141968,1.8412556648254395,0.030834078788757324,True,0.824793529510498,0.937381386756897
Llama-3.1-8B,triviaqa,300,squad,0.9371802318727965,138.1987533835427,138.18649214644634,0.00015033793513334953,2399.3634710000833,48.98329941253466,0.0,48.98329941253466,1.5736377239227295,1.4213768243789673,0.1522608995437622,2.036574125289917,2.017448663711548,0.01912546157836914,True,0.824793529510498,0.937381386756897
Llama-3.1-8B,triviaqa,300,triviaqa,0.8961870901980543,140.93099064229665,142.31714430326147,1.9214219718061805,4164.329498125199,64.546501997374,0.0,64.546501997374,1.5481045246124268,0.9737950563430786,0.5743094682693481,2.92179274559021,2.3044626712799072,0.6173300743103027,True,0.824793529510498,0.937381386756897
Llama-3.1-8B,triviaqa,300,gsm8k,0.9993818995130896,137.14575070762805,137.08278825383096,0.003964270588151739,23.240976246073433,4.821300707968917,0.0,4.821300707968917,1.2760233879089355,1.379673719406128,0.10365033149719238,1.6383130550384521,1.6482737064361572,0.009960651397705078,True,0.824793529510498,0.937381386756897
Llama-3.1-8B,triviaqa,350,arc,0.7383111470652154,137.55155496585508,141.18827001492602,13.225696348139074,10164.343661237039,100.88394003797224,0.0,100.88394003797224,0.4886452555656433,0.817362368106842,0.32871711254119873,1.7515153884887695,1.7546663284301758,0.00315093994140625,True,0.8081207275390625,0.9368042349815369
Llama-3.1-8B,triviaqa,350,mmlu,0.7786749175300185,138.90859524172365,140.85082315350547,3.7722492613043994,8660.623103042679,93.08273391077415,0.0,93.08273391077415,0.8992571234703064,1.3670682907104492,0.4678111672401428,1.8720897436141968,1.8560576438903809,0.016032099723815918,True,0.8081207275390625,0.9368042349815369
Llama-3.1-8B,triviaqa,350,squad,0.9214047867325846,138.1987533835427,138.1864191628922,0.00015213299905525747,3001.895577348055,54.789558580819524,0.0,54.789558580819524,1.5736377239227295,1.3983616828918457,0.1752760410308838,2.036574125289917,2.0181806087493896,0.018393516540527344,True,0.8081207275390625,0.9368042349815369
Llama-3.1-8B,triviaqa,350,triviaqa,0.888215309511514,140.93099064229665,142.00523146286056,1.1539933405658336,4474.280148218286,66.89868564896362,0.0,66.89868564896362,1.5481045246124268,1.0020208358764648,0.5460836887359619,2.92179274559021,2.263599157333374,0.6581935882568359,True,0.8081207275390625,0.9368042349815369
Llama-3.1-8B,triviaqa,350,gsm8k,0.997361364711451,137.14575070762805,137.14228488448327,1.2011930070887728e-05,99.2574466227279,9.962803753695942,0.0,9.962803753695942,1.2760233879089355,1.3999748229980469,0.12395143508911133,1.6383130550384521,1.6636368036270142,0.02532374858856201,True,0.8081207275390625,0.9368042349815369
Llama-3.1-8B,triviaqa,400,arc,0.7109788808851688,137.55155496585508,140.71167011458198,9.986327753213251,11188.07054262783,105.82087161983236,0.0,105.82087161983236,0.4886452555656433,0.9595893621444702,0.4709441065788269,1.7515153884887695,1.7803670167922974,0.028851628303527832,True,0.72382493019104,0.9214515686035156
Llama-3.1-8B,triviaqa,400,mmlu,0.7493239393291745,138.90859524172365,140.42806060230708,2.30877498201296,9779.70769294477,98.90407710467139,0.0,98.90407710467139,0.8992571234703064,1.5062932968139648,0.6070361733436584,1.8720897436141968,1.8762472867965698,0.004157543182373047,True,0.72382493019104,0.9214515686035156
Llama-3.1-8B,triviaqa,400,squad,0.9122997355600483,138.1987533835427,138.111319085677,0.007644756443270146,3347.8369414961912,57.860561579132934,0.0,57.860561579132934,1.5736377239227295,1.4758288860321045,0.097808837890625,2.036574125289917,2.0174083709716797,0.019165754318237305,True,0.72382493019104,0.9214515686035156
Llama-3.1-8B,triviaqa,400,triviaqa,0.8829252665694082,140.93099064229665,142.34779696230245,2.0073401484083897,4697.323040738387,68.55166213073754,0.0,68.55166213073754,1.5481045246124268,0.9694752097129822,0.5786293148994446,2.92179274559021,2.3156440258026123,0.6061487197875977,True,0.72382493019104,0.9214515686035156
Llama-3.1-8B,triviaqa,400,gsm8k,0.9940810587488557,137.14575070762805,136.9469592752362,0.0395180335924064,222.3354812841629,14.91224326913142,0.0,14.91224326913142,1.2760233879089355,1.4164402484893799,0.14041686058044434,1.6383130550384521,1.6726399660110474,0.034326910972595215,True,0.72382493019104,0.9214515686035156
Llama-3.1-8B,triviaqa,450,arc,0.7349379459714286,137.55155496585508,140.65658714683659,9.641224844930795,10256.59329210753,101.32242849908631,0.0,101.32242849908631,0.4886452555656433,0.7297675609588623,0.241122305393219,1.7515153884887695,1.753115177154541,0.0015997886657714844,True,0.8235292434692383,0.9201076030731201
Llama-3.1-8B,triviaqa,450,mmlu,0.7738874726663509,138.90859524172365,140.22068496060103,1.7215794303837435,8808.375566948163,93.86211773861992,0.0,93.86211773861992,0.8992571234703064,1.2887587547302246,0.3895016312599182,1.8720897436141968,1.8533167839050293,0.01877295970916748,True,0.8235292434692383,0.9201076030731201
Llama-3.1-8B,triviaqa,450,squad,0.9194416017121597,138.1987533835427,138.15871460573877,0.0016031037280335226,3076.261341856037,55.464068954231664,0.0,55.464068954231664,1.5736377239227295,1.3660621643066406,0.20757555961608887,2.036574125289917,2.0142886638641357,0.02228546142578125,True,0.8235292434692383,0.9201076030731201
Llama-3.1-8B,triviaqa,450,triviaqa,0.8964487533578483,140.93099064229665,142.08105739868742,1.3226535441551894,4146.9424903402305,64.40702713124078,0.0,64.40702713124078,1.5481045246124268,0.9459266066551208,0.6021779179573059,2.92179274559021,2.2976889610290527,0.6241037845611572,True,0.8235292434692383,0.9201076030731201
Llama-3.1-8B,triviaqa,450,gsm8k,0.9950721069916589,137.14575070762805,136.94552721636734,0.04008944645262963,185.10641684673013,13.606855121341697,0.0,13.606855121341697,1.2760233879089355,1.4101932048797607,0.1341698169708252,1.6383130550384521,1.665035605430603,0.02672255039215088,True,0.8235292434692383,0.9201076030731201
Llama-3.1-8B,triviaqa,500,arc,0.718704459904278,137.55155496585508,140.913293422033,11.301285447745585,10904.614369894813,104.47925945058454,0.0,104.47925945058454,0.4886452555656433,0.7758526802062988,0.2872074246406555,1.7515153884887695,1.782101035118103,0.030585646629333496,True,0.7076932430267334,0.9272703528404236
Llama-3.1-8B,triviaqa,500,mmlu,0.7581951298070191,138.90859524172365,140.36039290913465,2.1077164671000213,9429.067268070523,97.11423677575613,0.0,97.11423677575613,0.8992571234703064,1.3262510299682617,0.4269939064979553,1.8720897436141968,1.8728463649749756,0.0007566213607788086,True,0.7076932430267334,0.9272703528404236
Llama-3.1-8B,triviaqa,500,squad,0.9049298886644658,138.1987533835427,138.48334545457578,0.08099264689489452,3638.9464973069603,60.32435237906707,0.0,60.32435237906707,1.5736377239227295,1.4686508178710938,0.10498690605163574,2.036574125289917,2.0143916606903076,0.022182464599609375,True,0.7076932430267334,0.9272703528404236
Llama-3.1-8B,triviaqa,500,triviaqa,0.8785324011351741,140.93099064229665,142.46936596003826,2.366598618236603,4877.7376554732,69.85774297879539,0.0,69.85774297879539,1.5481045246124268,0.9946332573890686,0.5534712672233582,2.92179274559021,2.297166347503662,0.6246263980865479,True,0.7076932430267334,0.9272703528404236
Llama-3.1-8B,triviaqa,500,gsm8k,0.989887684798922,137.14575070762805,137.13973365355724,3.620493969105108e-05,380.3875126681379,19.50352657529088,0.0,19.50352657529088,1.2760233879089355,1.4290900230407715,0.15306663513183594,1.6383130550384521,1.6840540170669556,0.04574096202850342,True,0.7076932430267334,0.9272703528404236
Llama-3.1-8B,triviaqa,550,arc,0.6920250844513773,137.55155496585508,141.82369625025063,18.25119115383694,12015.99239087562,109.70070000701662,0.0,109.70070000701662,0.4886452555656433,0.9284943342208862,0.4398490786552429,1.7515153884887695,1.795475959777832,0.0439605712890625,True,0.6730776309967041,0.936833381652832
Llama-3.1-8B,triviaqa,550,mmlu,0.7346773741757506,138.90859524172365,141.09632876059155,4.786177949578129,10400.377800659104,102.00570561791473,0.0,102.00570561791473,0.8992571234703064,1.578769326210022,0.6795122027397156,1.8720897436141968,1.8908088207244873,0.018719077110290527,True,0.6730776309967041,0.936833381652832
Llama-3.1-8B,triviaqa,550,squad,0.8933073531948453,138.1987533835427,139.30478995318873,1.2233168933943406,4108.039966043773,64.1035356508295,0.0,64.1035356508295,1.5736377239227295,1.5660914182662964,0.0075463056564331055,2.036574125289917,2.014211416244507,0.022362709045410156,True,0.6730776309967041,0.936833381652832
Llama-3.1-8B,triviaqa,550,triviaqa,0.8581369512815524,140.93099064229665,144.22871997370086,10.875018743203677,5767.100748651522,76.01299735831185,0.0,76.01299735831185,1.5481045246124268,0.9698904156684875,0.5782141089439392,2.92179274559021,2.2405433654785156,0.6812493801116943,True,0.6730776309967041,0.936833381652832
Llama-3.1-8B,triviaqa,550,gsm8k,0.986484621887222,137.14575070762805,137.6124815577937,0.21783768649634708,510.1505726622791,22.59133485097274,0.0,22.59133485097274,1.2760233879089355,1.4619381427764893,0.1859147548675537,1.6383130550384521,1.7106001377105713,0.07228708267211914,True,0.6730776309967041,0.936833381652832
Llama-3.1-8B,triviaqa,600,arc,0.6912448679162643,137.55155496585508,142.19100670677173,21.524512456294584,12077.632593798002,109.99616859806662,0.0,109.99616859806662,0.4886452555656433,0.779900848865509,0.2912555932998657,1.7515153884887695,1.8217389583587646,0.07022356986999512,True,0.43723397254943847,0.9700089693069458
Llama-3.1-8B,triviaqa,600,mmlu,0.7349800195124665,138.90859524172365,141.51585011184585,6.7977779577759545,10419.40255361632,102.10876716312903,0.0,102.10876716312903,0.8992571234703064,1.4456756114959717,0.5464184880256653,1.8720897436141968,1.9087555408477783,0.03666579723358154,True,0.43723397254943847,0.9700089693069458
Llama-3.1-8B,triviaqa,600,squad,0.8799800575177347,138.1987533835427,139.56410052106597,1.8641728059429556,4629.789614817627,68.0562545812181,0.0,68.0562545812181,1.5736377239227295,1.6451729536056519,0.07153522968292236,2.036574125289917,2.0228710174560547,0.013703107833862305,True,0.43723397254943847,0.9700089693069458
Llama-3.1-8B,triviaqa,600,triviaqa,0.8326144281942797,140.93099064229665,144.8070518735851,15.023850668697305,6831.942970601485,82.74640065447066,0.0,82.74640065447066,1.5481045246124268,1.0437874794006348,0.504317045211792,2.92179274559021,2.315542459487915,0.6062502861022949,True,0.43723397254943847,0.9700089693069458
Llama-3.1-8B,triviaqa,600,gsm8k,0.9818923697329783,137.14575070762805,137.74352096134808,0.35732927623250743,684.1402626737096,26.162904883631366,0.0,26.162904883631366,1.2760233879089355,1.4744601249694824,0.19843673706054688,1.6383130550384521,1.7231614589691162,0.08484840393066406,True,0.43723397254943847,0.9700089693069458
Llama-3.1-8B,triviaqa,650,arc,0.7228215656729072,137.55155496585508,142.12052468713813,20.875484314001348,10837.066525791797,104.20144917469142,0.0,104.20144917469142,0.4886452555656433,0.6297110319137573,0.141065776348114,1.7515153884887695,1.8213214874267578,0.06980609893798828,True,0.4832761764526367,0.9781476259231567
Llama-3.1-8B,triviaqa,650,mmlu,0.7571817652893573,138.90859524172365,141.5521607244271,6.988438461341131,9548.978501282489,97.75462618077893,0.0,97.75462618077893,0.8992571234703064,1.2526867389678955,0.3534296154975891,1.8720897436141968,1.9109866619110107,0.038896918296813965,True,0.4832761764526367,0.9781476259231567
Llama-3.1-8B,triviaqa,650,squad,0.8757789793315645,138.1987533835427,139.76054305540268,2.4391869791284715,4798.591650289121,69.28947133055823,0.0,69.28947133055823,1.5736377239227295,1.641967535018921,0.0683298110961914,2.036574125289917,2.0271670818328857,0.00940704345703125,True,0.4832761764526367,0.9781476259231567
Llama-3.1-8B,triviaqa,650,triviaqa,0.8262565607457126,140.93099064229665,145.12922974909327,17.625211597836486,7107.220750024662,84.40880263113853,0.0,84.40880263113853,1.5481045246124268,1.0512964725494385,0.4968080520629883,2.92179274559021,2.3045685291290283,0.6172242164611816,True,0.4832761764526367,0.9781476259231567
Llama-3.1-8B,triviaqa,650,gsm8k,0.9804782824663095,137.14575070762805,137.91692042556107,0.5947027338568939,738.4956260146183,27.186215785733683,0.0,27.186215785733683,1.2760233879089355,1.4792816638946533,0.20325827598571777,1.6383130550384521,1.7285313606262207,0.09021830558776855,True,0.4832761764526367,0.9781476259231567
Llama-3.1-8B,triviaqa,700,arc,0.7101630968564191,137.55155496585508,142.53327670305853,24.817551466925437,11364.89558248867,106.72259898426198,0.0,106.72259898426198,0.4886452555656433,0.7066620588302612,0.21801680326461792,1.7515153884887695,1.7843594551086426,0.03284406661987305,True,0.5075707912445069,0.9708392024040222
Llama-3.1-8B,triviaqa,700,mmlu,0.7485092337574316,138.90859524172365,141.81127325580675,8.425539653441454,9908.135005004733,99.58192880567324,0.0,99.58192880567324,0.8992571234703064,1.3781931400299072,0.47893601655960083,1.8720897436141968,1.8885231018066406,0.016433358192443848,True,0.5075707912445069,0.9708392024040222
Llama-3.1-8B,triviaqa,700,squad,0.8926430016614448,138.1987533835427,139.76712617198658,2.45979320353119,4147.338821240681,64.41893055961278,0.0,64.41893055961278,1.5736377239227295,1.495025634765625,0.07861208915710449,2.036574125289917,2.020139694213867,0.016434431076049805,True,0.5075707912445069,0.9708392024040222
Llama-3.1-8B,triviaqa,700,triviaqa,0.8384187555724073,140.93099064229665,145.08118083801452,17.224078660632724,6607.520673855824,81.3925349925683,0.0,81.3925349925683,1.5481045246124268,1.013558030128479,0.5345464944839478,2.92179274559021,2.290365219116211,0.631427526473999,True,0.5075707912445069,0.9708392024040222
Llama-3.1-8B,triviaqa,700,gsm8k,0.9848105251401726,137.14575070762805,137.9596896458965,0.6624965952295715,574.7875065750484,23.988538996159768,0.0,23.988538996159768,1.2760233879089355,1.4498454332351685,0.1738220453262329,1.6383130550384521,1.7062256336212158,0.06791257858276367,True,0.5075707912445069,0.9708392024040222
Llama-3.1-8B,triviaqa,750,arc,0.693058816287009,137.55155496585508,143.12023899392236,31.01024180445164,12085.140849060484,110.07338956743786,0.0,110.07338956743786,0.4886452555656433,0.7435702681541443,0.254925012588501,1.7515153884887695,1.791008472442627,0.03949308395385742,True,0.5758984088897705,0.979831874370575
Llama-3.1-8B,triviaqa,750,mmlu,0.734322192951563,138.90859524172365,142.33700505994602,11.753993881683593,10505.87469071968,102.5554907579373,0.0,102.5554907579373,0.8992571234703064,1.4143342971801758,0.5150771737098694,1.8720897436141968,1.896713137626648,0.024623394012451172,True,0.5758984088897705,0.979831874370575
Llama-3.1-8B,triviaqa,750,squad,0.8861851611583825,138.1987533835427,140.18679620503121,3.952314260071979,4410.015537186538,66.43769902281844,0.0,66.43769902281844,1.5736377239227295,1.6026761531829834,0.029038429260253906,2.036574125289917,2.022721290588379,0.013852834701538086,True,0.5758984088897705,0.979831874370575
Llama-3.1-8B,triviaqa,750,triviaqa,0.8189053097708662,140.93099064229665,145.75838826253104,23.30376778384468,7440.048636440901,86.39069628278699,0.0,86.39069628278699,1.5481045246124268,1.0262718200683594,0.5218327045440674,2.92179274559021,2.2978153228759766,0.6239774227142334,True,0.5758984088897705,0.979831874370575
Llama-3.1-8B,triviaqa,750,gsm8k,0.9837505306496614,137.14575070762805,138.17613511493215,1.0616920268154169,615.8636559485341,24.83798196261825,0.0,24.83798196261825,1.2760233879089355,1.455498218536377,0.1794748306274414,1.6383130550384521,1.7070600986480713,0.06874704360961914,True,0.5758984088897705,0.979831874370575
Llama-3.1-8B,triviaqa,800,arc,0.6834451169345991,137.55155496585508,142.90063249535555,28.612630416606923,12444.534847462317,111.68324618258069,0.0,111.68324618258069,0.4886452555656433,0.8448902368545532,0.3562449812889099,1.7515153884887695,1.8015165328979492,0.05000114440917969,True,0.467496395111084,0.9795770049095154
Llama-3.1-8B,triviaqa,800,mmlu,0.7238209854853576,138.90859524172365,142.16603176289513,10.610892689461785,10908.012624587263,104.49221749621704,0.0,104.49221749621704,0.8992571234703064,1.523032546043396,0.6237754225730896,1.8720897436141968,1.9044405221939087,0.032350778579711914,True,0.467496395111084,0.9795770049095154
Llama-3.1-8B,triviaqa,800,squad,0.8787575321327413,138.1987533835427,140.20075066058374,4.007993097279689,4698.283595232159,68.57325709290349,0.0,68.57325709290349,1.5736377239227295,1.6164294481277466,0.04279172420501709,2.036574125289917,2.0268192291259766,0.00975489616394043,True,0.467496395111084,0.9795770049095154
Llama-3.1-8B,triviaqa,800,triviaqa,0.8164166312379676,140.93099064229665,145.80828007236713,23.78795218467719,7544.87453868351,86.99806027072205,0.0,86.99806027072205,1.5481045246124268,1.0247101783752441,0.5233943462371826,2.92179274559021,2.3000760078430176,0.6217167377471924,True,0.467496395111084,0.9795770049095154
Llama-3.1-8B,triviaqa,800,gsm8k,0.9807220841643057,137.14575070762805,138.12409963132768,0.9571666165042194,730.3682601834306,27.043029172042374,0.0,27.043029172042374,1.2760233879089355,1.4699281454086304,0.19390475749969482,1.6383130550384521,1.717086672782898,0.0787736177444458,True,0.467496395111084,0.9795770049095154
Llama-3.1-8B,triviaqa,850,arc,0.689574358584002,137.55155496585508,142.67031164174583,26.20166990697613,12183.910412244873,110.49937593557644,0.0,110.49937593557644,0.4886452555656433,0.8284486532211304,0.33980339765548706,1.7515153884887695,1.7943404912948608,0.04282510280609131,True,0.5244815826416016,0.9982735514640808
Llama-3.1-8B,triviaqa,850,mmlu,0.7321769021605178,138.90859524172365,141.89282306949445,8.905615728041681,10557.657611794568,102.79378982955444,0.0,102.79378982955444,0.8992571234703064,1.4995441436767578,0.6002870202064514,1.8720897436141968,1.9038978815078735,0.03180813789367676,True,0.5244815826416016,0.9982735514640808
Llama-3.1-8B,triviaqa,850,squad,0.8794822925302423,138.1987533835427,140.15097587665684,3.81117266262077,4668.540267535678,68.35460072444502,0.0,68.35460072444502,1.5736377239227295,1.6249346733093262,0.05129694938659668,2.036574125289917,2.027536392211914,0.00903773307800293,True,0.5244815826416016,0.9982735514640808
Llama-3.1-8B,triviaqa,850,triviaqa,0.8229472780656408,140.93099064229665,145.65766983914142,22.341496229885124,7268.9631335618005,85.38913648580647,0.0,85.38913648580647,1.5481045246124268,1.0320711135864258,0.516033411026001,2.92179274559021,2.3541958332061768,0.5675969123840332,True,0.5244815826416016,0.9982735514640808
Llama-3.1-8B,triviaqa,850,gsm8k,0.981381863019815,137.14575070762805,138.1305258450753,0.9697820713342659,705.4045198881586,26.57770309788814,0.0,26.57770309788814,1.2760233879089355,1.471688151359558,0.19566476345062256,1.6383130550384521,1.7173478603363037,0.07903480529785156,True,0.5244815826416016,0.9982735514640808
Llama-3.1-8B,triviaqa,900,arc,0.7091230128621553,137.55155496585508,142.65850922808076,26.08098183646509,11415.699930008344,106.96626062382853,0.0,106.96626062382853,0.4886452555656433,0.7174564599990845,0.22881120443344116,1.7515153884887695,1.8054687976837158,0.05395340919494629,True,0.43519296646118166,1.0012600421905518
Llama-3.1-8B,triviaqa,900,mmlu,0.7483196641822805,138.90859524172365,141.9800602717633,9.433897430756538,9927.40537094042,99.6836961010735,0.0,99.6836961010735,0.8992571234703064,1.3646436929702759,0.4653865694999695,1.8720897436141968,1.9080089330673218,0.035919189453125,True,0.43519296646118166,1.0012600421905518
